segment_id,asset_name,target_asset_es,line_id,speaker_locked,translation_ru
dialogue:Gen_3 (en-US):line:01846e7,Gen_3 (en-US),Gen_3 (es),line:01846e7,Headmaster,«Апекс первокурсника»!
dialogue:Gen_3 (en-US):line:0b0af24,Gen_3 (en-US),Gen_3 (es),line:0b0af24,Eel,"К тому же, на кону значок. Но придётся попотеть. Лучше не откладывать."
dialogue:Gen_3 (en-US):line:016d556,Gen_3 (en-US),Gen_3 (es),line:016d556,Rival,Этот значок уже как бы мой.
dialogue:Gen_4 (en-US):line:0951100,Gen_4 (en-US),Gen_4 (es),line:0951100,Headmaster,Вот и вы! Мои звёзды! У нас для вас хорошие новости.
dialogue:Gen_4 (en-US):line:0a3e871,Gen_4 (en-US),Gen_4 (es),line:0a3e871,Headmaster,Вот и ты! Моя звезда! У нас для тебя хорошие новости.
dialogue:Gen_4 (en-US):line:0d9c2f9,Gen_4 (en-US),Gen_4 (es),line:0d9c2f9,Eel,Ты отлично стартовал и не сбавил темп. Сделал это — ты прошёл квалификацию в «Комнату соперников».
dialogue:Gen_4 (en-US):line:0524620,Gen_4 (en-US),Gen_4 (es),line:0524620,Eel,Но не расслабляйся. Девочка Пейсли тоже прошла. Тебе предстоит серьёзный вызов.
dialogue:Gen_4 (en-US):line:0b69e49,Gen_4 (en-US),Gen_4 (es),line:0b69e49,Headmaster,"Да, у Гиллиан есть природный талант. Если она научится его направлять... она станет грозным соперником."
dialogue:Gen_4 (en-US):line:055ee14,Gen_4 (en-US),Gen_4 (es),line:055ee14,Eel,Мне пора. Завтра важный день. Нужно многое подготовить.
dialogue:Gen_4 (en-US):line:049c756,Gen_4 (en-US),Gen_4 (es),line:049c756,Headmaster,"Слушай, я не должен это говорить, но... я за тебя. Ты действительно превзошёл мои ожидания."
dialogue:Gen_4 (en-US):line:0eb73ba,Gen_4 (en-US),Gen_4 (es),line:0eb73ba,Headmaster,Ты на верном пути к получению всех десяти значков. Тебя ждёт блестящее будущее эскаписта.
dialogue:Gen_4 (en-US):line:0b0f900,Gen_4 (en-US),Gen_4 (es),line:0b0f900,Headmaster,Я бы ни за что на свете не пропустил завтрашний день.
dialogue:Gen_5 (en-US):line:0027251,Gen_5 (en-US),Gen_5 (es),line:0027251,Eel,"Привет, рад, что застал тебя. Я много думал с тех пор, как встал во главе. Здесь многое требует... доработки."
dialogue:Gen_5 (en-US):line:0e538d1,Gen_5 (en-US),Gen_5 (es),line:0e538d1,Eel,Старая программа не тянула. Она давала хороших студентов... но не выдающихся.
dialogue:Gen_5 (en-US):line:09794e9,Gen_5 (en-US),Gen_5 (es),line:09794e9,Eel,"Директор Соланж забыла, что нужно, чтобы преуспеть эскапистом в реальном мире."
dialogue:Gen_5 (en-US):line:06138a4,Gen_5 (en-US),Gen_5 (es),line:06138a4,Eel,Она была готова тебя подстраховать... подтолкнуть к финишу. В реальной миссии такого роскоши нет.
dialogue:Gen_5 (en-US):line:0cb5687,Gen_5 (en-US),Gen_5 (es),line:0cb5687,Eel,Я не буду руководствоваться симпатией. Это не мой стиль. Но не переживай. Тебе и так никогда не нужна была опека.
dialogue:Gen_6 (en-US):line:0497f07,Gen_6 (en-US),Gen_6 (es),line:0497f07,Rival,"О, это ты. Надеюсь, ты не пришёл потриумфовать. У меня в голове каша. И дело не только в Комнате соперников."
dialogue:Gen_6 (en-US):line:0a6a7f1,Gen_6 (en-US),Gen_6 (es),line:0a6a7f1,Rival,"…Можно тебе доверять, правда? Я не могу перестать думать об одном."
dialogue:Gen_6 (en-US):line:0b4a876,Gen_6 (en-US),Gen_6 (es),line:0b4a876,Rival,"Это Ил. Я знаю, он великая легенда и всё такое, но... в том, как он стал директором, есть что-то не то."
dialogue:Gen_6 (en-US):line:02cf5f1,Gen_6 (en-US),Gen_6 (es),line:02cf5f1,Rival,"Послушай внимательно. Может, ты тоже так почувствуешь."
dialogue:Gen_7 (en-US):line:0a2143e,Gen_7 (en-US),Gen_7 (es),line:0a2143e,Eel,"Ну и ну. Похоже, ты заслужил все десять значков. Наверное, думаешь, я пришёл вручить тебе Печать побегу, да?"
dialogue:Gen_7 (en-US):line:07a6e97,Gen_7 (en-US),Gen_7 (es),line:07a6e97,Eel,Чуть-чуть поменяем планы. Тебе её не дадут. Вообще никому.
dialogue:Gen_7 (en-US):line:0527696,Gen_7 (en-US),Gen_7 (es),line:0527696,Eel,Но не переживай. Это к лучшему.
dialogue:Gen_7 (en-US):line:0f82bd9,Gen_7 (en-US),Gen_7 (es),line:0f82bd9,Eel,"Весь год ты брался за любые вызовы. Даже после того, как я заменил посредственную программу Сэнди."
dialogue:Gen_7 (en-US):line:0aa3367,Gen_7 (en-US),Gen_7 (es),line:0aa3367,Eel,"Если Академия хочет выпускать лучших эскапистов, у нас нет времени на отвлечения."
dialogue:Gen_7 (en-US):line:07b8913,Gen_7 (en-US),Gen_7 (es),line:07b8913,Eel,Значки? Печати? Это не главное. Главное — ты теперь со мной.
dialogue:Gen_7 (en-US):line:07926d5,Gen_7 (en-US),Gen_7 (es),line:07926d5,Eel,"Обещаю, в следующем году мы избавимся от всего лишнего. Оставайся. Вместе мы сможем на многое."
dialogue:Gen_7 (en-US):line:0fe6f06,Gen_7 (en-US),Gen_7 (es),line:0fe6f06,,ТОК-ТОК!
dialogue:Gen_7 (en-US):line:0a12508,Gen_7 (en-US),Gen_7 (es),line:0a12508,Rival,"Впустите меня, быстро. Нам нужно поговорить."
dialogue:Gen_7 (en-US):line:090827e,Gen_7 (en-US),Gen_7 (es),line:090827e,Rival,"Ситуация с Илом вышла из-под контроля. Пожар в библиотеке? Пахнет им. И ему даже не показалось странным, что профессор Бонилья взорвала двор."
dialogue:Gen_7 (en-US):line:04b4f9e,Gen_7 (en-US),Gen_7 (es),line:04b4f9e,Rival,"Ситуация с Илом вышла из-под контроля. Я имею в виду, он почти позволил профессору Бонилье взорвать двор. А пожар в библиотеке? Пахнет им."
dialogue:Gen_7 (en-US):line:0cb8a0e,Gen_7 (en-US),Gen_7 (es),line:0cb8a0e,Rival,"Не знаю, власть ему в голову ударила или он слишком долго отсутствовал, но..."
dialogue:Gen_7 (en-US):line:0e79b68,Gen_7 (en-US),Gen_7 (es),line:0e79b68,Rival,"Он не делает того, что лучше для школы. И, похоже, никто другой не находит в себе мужества ему это сказать..."
dialogue:Gen_7 (en-US):line:03bafce,Gen_7 (en-US),Gen_7 (es),line:03bafce,Rival,"Значит, нам придётся разобраться с этим самим."
dialogue:HMO_Intro (en-US):line:0036489,HMO_Intro (en-US),HMO_Intro (es),line:0036489,Headmaster,"А, вы добрались! Превосходно. Я редко так радуюсь паре абитуриентов."
dialogue:HMO_Intro (en-US):line:082ce25,HMO_Intro (en-US),HMO_Intro (es),line:082ce25,Headmaster,"А, вы добрались! Превосходно. Я редко так радуюсь абитуриенту."
dialogue:HMO_Intro (en-US):line:0f98915,HMO_Intro (en-US),HMO_Intro (es),line:0f98915,Headmaster,"Простите, что говорю с вами через камеру, но мне нужно было позаботиться о собственной безопасности."
dialogue:HMO_Intro (en-US):line:09464a0,HMO_Intro (en-US),HMO_Intro (es),line:09464a0,Headmaster,"Видите ли, эта комната медленно заполняется газом, стирающим память… Это способ сохранить нашу тайну, если вы не пройдете мой тест."
dialogue:HMO_Intro (en-US):line:06eddc9,HMO_Intro (en-US),HMO_Intro (es),line:06eddc9,Headmaster,"У вас есть примерно пятнадцать минут, прежде чем погаснет свет и вы забудете все об Академии."
dialogue:HMO_Intro (en-US):line:0279447,HMO_Intro (en-US),HMO_Intro (es),line:0279447,Headmaster,"Сбегайте до этого времени, и вы сдадите экзамен!"
dialogue:HMO_Intro (en-US):line:0ca4258,HMO_Intro (en-US),HMO_Intro (es),line:0ca4258,Headmaster,Начинаем экзамен!
dialogue:HMO_Outro (en-US):line:0d24730,HMO_Outro (en-US),HMO_Outro (es),line:0d24730,Headmaster,"Я знал, что не ошибаюсь в вас! Вы бы удивились, сколько абитуриентов нам приходится вывозить через главные ворота на носилках."
dialogue:HMO_Outro (en-US):line:024c489,HMO_Outro (en-US),HMO_Outro (es),line:024c489,Headmaster,Но хватит любезностей! Вам нужны ответы! Контекст! Движение вперёд!
dialogue:HMO_Outro (en-US):line:0a5e3c4,HMO_Outro (en-US),HMO_Outro (es),line:0a5e3c4,Headmaster,"Добро пожаловать в Академию побегов, лучшую в мире школу подготовки эскапистов."
dialogue:HMO_Outro (en-US):line:082741a,HMO_Outro (en-US),HMO_Outro (es),line:082741a,Headmaster,"Студенты, которые бродят по этим коридорам, становятся шпионами… хакерами… ворами… даже президентами!"
dialogue:HMO_Outro (en-US):line:01d1d91,HMO_Outro (en-US),HMO_Outro (es),line:01d1d91,Headmaster,"Если хочешь встать в один ряд с ними, тебе нужно собрать десять значков, чтобы доказать свою состоятельность."
dialogue:HMO_Outro (en-US):line:000d2d5,HMO_Outro (en-US),HMO_Outro (es),line:000d2d5,Headmaster,"Эти значки выдаются за выдающиеся достижения в искусстве побега, как в классе, так и на территории кампуса."
dialogue:HMO_Outro (en-US):line:0d98809,HMO_Outro (en-US),HMO_Outro (es),line:0d98809,Headmaster,"Если справишься, получишь Печать побегу и право называть себя настоящим эскапистом."
dialogue:HMO_Outro (en-US):line:0d567a5,HMO_Outro (en-US),HMO_Outro (es),line:0d567a5,Headmaster,"Так что вперёд! Исследуй кампус, знакомься с преподавателями и раскрой свой истинный потенциал. Твоё академическое путешествие начинается сейчас!"
dialogue:IS_GEN_1 (en-US):line:0285deb,IS_GEN_1 (en-US),IS_GEN_1 (es),line:0285deb,Headmaster,"А, это ты!"
dialogue:IS_GEN_1 (en-US):line:0980f9b,IS_GEN_1 (en-US),IS_GEN_1 (es),line:0980f9b,Headmaster,"Благодарение небу, что я застал тебя, прежде чем ты уехал на лето."
dialogue:IS_GEN_1 (en-US):line:016249c,IS_GEN_1 (en-US),IS_GEN_1 (es),line:016249c,Headmaster,"Академия вам очень обязана, эскаписты. Поэтому мы хотели удивить вас небольшой наградой!"
dialogue:IS_GEN_1 (en-US):line:0339f25,IS_GEN_1 (en-US),IS_GEN_1 (es),line:0339f25,Headmaster,"Академия тебе очень обязана, эскапист. Поэтому мы хотели удивить тебя небольшой наградой!"
dialogue:IS_GEN_1 (en-US):line:0fb8af3,IS_GEN_1 (en-US),IS_GEN_1 (es),line:0fb8af3,Headmaster,"Мы едем на неделю в роскошную бухту Локсмита, где всё включено!"
dialogue:IS_GEN_1 (en-US):line:0d247a3,IS_GEN_1 (en-US),IS_GEN_1 (es),line:0d247a3,Headmaster,"Я знаю, что конец учебного года был немного нестандартным... так что, пожалуй, побег на остров — именно то, что прописал бы врач."
dialogue:IS_GEN_1 (en-US):line:07f07d3,IS_GEN_1 (en-US),IS_GEN_1 (es),line:07f07d3,Headmaster,Жду вас на взлётной полосе. Гиллиан и Джеб уже пристегнуты и готовы к взлёту в рай!
dialogue:IS_GEN_2 (en-US):line:0211f55,IS_GEN_2 (en-US),IS_GEN_2 (es),line:0211f55,Jeb,"Милые песчаные петунии, земля! Мы добрались! Мы на суше!!"
dialogue:IS_GEN_2 (en-US):line:089ba72,IS_GEN_2 (en-US),IS_GEN_2 (es),line:089ba72,Jeb,"Не совсем так я представлял свой пляжный день, но..."
dialogue:IS_GEN_2 (en-US):line:0334e3d,IS_GEN_2 (en-US),IS_GEN_2 (es),line:0334e3d,Headmaster,"<i>*кшш!*</i> Джеб! Ты меня слышишь--<i>*ксссш*</i>-- меня слышно, Джеб? Мы приземлились на --<i>*кссш*</i>-- и мы --<i>*ксссш*</i>-- смотри на А-- <i>*ксссшш--*</i>"
dialogue:IS_GEN_2 (en-US):line:0dc83ac,IS_GEN_2 (en-US),IS_GEN_2 (es),line:0dc83ac,Jeb,"Директор? Директор, меня слышно?!"
dialogue:IS_GEN_2 (en-US):line:0a18a71,IS_GEN_2 (en-US),IS_GEN_2 (es),line:0a18a71,Jeb,"Чёрт. Радиостанция сломалась. Наверное, не выдержала при крушении. Но она явно была в панике..."
dialogue:IS_GEN_2 (en-US):line:015c62b,IS_GEN_2 (en-US),IS_GEN_2 (es),line:015c62b,Jeb,Надо срочно найти другой способ связаться с ней!
dialogue:IS_GEN_2 (en-US):line:04d2443,IS_GEN_2 (en-US),IS_GEN_2 (es),line:04d2443,Jeb,"Эй, минутку... Что это на пляже?"
dialogue:IS_GEN_3 (en-US):line:02bfea7,IS_GEN_3 (en-US),IS_GEN_3 (es),line:02bfea7,HenchmanA_@henchmanA,Шеф на месте! Шеф на месте!
dialogue:IS_GEN_3 (en-US):line:0ab37f7,IS_GEN_3 (en-US),IS_GEN_3 (es),line:0ab37f7,HenchmanB_@henchmanB,"Добро пожаловать, доктор Немет! Мы задержали этого пленника в 16:00 и с тех пор внимательно за ним наблюдаем, диллигентн--"
dialogue:IS_GEN_3 (en-US):line:037f7f6,IS_GEN_3 (en-US),IS_GEN_3 (es),line:037f7f6,Liz,"Джеб Джеберсон, последний выживший. Наконец-то мы встретились лицом к лицу. И моя коллекция эскапистов пополняется."
dialogue:IS_GEN_3 (en-US):line:0ee4c3a,IS_GEN_3 (en-US),IS_GEN_3 (es),line:0ee4c3a,Jeb,"Если ты хоть пальцем тронула моих друзей, я--"
dialogue:IS_GEN_3 (en-US):line:0c0bf6d,IS_GEN_3 (en-US),IS_GEN_3 (es),line:0c0bf6d,Liz,"Слуги! Сдержите его! Отвезем этого дурака на базу к остальным. Не хочу, чтобы ты пропустил шоу, Джеб..."
dialogue:IS_GEN_4 (en-US):line:019a7e7,IS_GEN_4 (en-US),IS_GEN_4 (es),line:019a7e7,Headmaster,"Ты проиграла, Лиз. Пора смириться."
dialogue:IS_GEN_4 (en-US):line:03cb27c,IS_GEN_4 (en-US),IS_GEN_4 (es),line:03cb27c,Liz,Ха-ха-ха. Я не проиграла. Как только кто-то попадает в моё Измерение Захвата... конец. Шоу окончено!
dialogue:IS_GEN_4 (en-US):line:03d89ae,IS_GEN_4 (en-US),IS_GEN_4 (es),line:03d89ae,Liz,Для бедного Джеба... <i>возврата нет.</i>
dialogue:IS_GEN_4 (en-US):line:084d2cd,IS_GEN_4 (en-US),IS_GEN_4 (es),line:084d2cd,HenchmanA_@henchmanA,Ну...
dialogue:IS_GEN_4 (en-US):line:07823a2,IS_GEN_4 (en-US),IS_GEN_4 (es),line:07823a2,Rival,Ну?
dialogue:IS_GEN_4 (en-US):line:010af2e,IS_GEN_4 (en-US),IS_GEN_4 (es),line:010af2e,HenchmanB_@henchmanB,Ну... это не совсем... <i>технически</i> верно...
dialogue:IS_GEN_4 (en-US):line:0a6c3b4,IS_GEN_4 (en-US),IS_GEN_4 (es),line:0a6c3b4,HenchmanA_@henchmanA,"Мы никогда этого не проверяли, но теоретически…"
dialogue:IS_GEN_4 (en-US):IS_GEN_4-Start-0,IS_GEN_4 (en-US),IS_GEN_4 (es),IS_GEN_4-Start-0,HenchmanA_@henchmanA,Кто-то мог бы заставить портал работать в обе стороны… <i>если</i> перенастроить поток измерений.
dialogue:IS_GEN_4 (en-US):line:0057fa8,IS_GEN_4 (en-US),IS_GEN_4 (es),line:0057fa8,Liz,"Погоди, о чём ты? Это невозможно!"
dialogue:IS_GEN_4 (en-US):line:0f6f4cb,IS_GEN_4 (en-US),IS_GEN_4 (es),line:0f6f4cb,Headmaster,Дайте-ка посмотреть…
dialogue:LAB_Intro (en-US):line:018a3a9,LAB_Intro (en-US),LAB_Intro (es),line:018a3a9,Quanty,"Здравствуйте, ученики. Мои алгоритмы предсказали, что вы скоро посетите мою аудиторию."
dialogue:LAB_Intro (en-US):line:02f62ae,LAB_Intro (en-US),LAB_Intro (es),line:02f62ae,Quanty,"Здравствуйте, ученик. Мои алгоритмы предсказали, что ты скоро посетишь мою аудиторию."
dialogue:LAB_Intro (en-US):line:0e93282,LAB_Intro (en-US),LAB_Intro (es),line:0e93282,Eel,"Этот маленький компьютер впечатляет, не правда ли? Не обращай на меня внимания, я просто наблюдаю."
dialogue:LAB_Intro (en-US):line:00c8a6d,LAB_Intro (en-US),LAB_Intro (es),line:00c8a6d,Quanty,"Причина нашего сегодняшнего общения в том, что я проанализировал ваши результаты в Академии и сформулировал гипотезу."
dialogue:LAB_Intro (en-US):line:035ef5b,LAB_Intro (en-US),LAB_Intro (es),line:035ef5b,Quanty,Вы жульничали.
dialogue:LAB_Intro (en-US):line:0f9113a,LAB_Intro (en-US),LAB_Intro (es),line:0f9113a,Quanty,"Ваши побег были безупречны, а значит, математически невозможны."
dialogue:LAB_Intro (en-US):line:0dbb1a5,LAB_Intro (en-US),LAB_Intro (es),line:0dbb1a5,Quanty,"К сожалению, я вынужден рекомендовать ваше отчисление. Оно будет быстрым и позорным."
dialogue:LAB_Intro (en-US):line:09a03a9,LAB_Intro (en-US),LAB_Intro (es),line:09a03a9,Eel,Ого! Вот это поворот.
dialogue:LAB_Intro (en-US):line:062c75d,LAB_Intro (en-US),LAB_Intro (es),line:062c75d,Quanty,"У вас есть один шанс остаться в школе. Если вы взломаете мои основные драйверы, я пересмотрю свой вывод о вас."
dialogue:LAB_Intro (en-US):line:054c68e,LAB_Intro (en-US),LAB_Intro (es),line:054c68e,Quanty,"Но, конечно же, вы провалитесь."
dialogue:LAB_Outro (en-US):line:0fec22a,LAB_Outro (en-US),LAB_Outro (es),line:0fec22a,Quanty,"Спасибо за участие. Похоже, вы <i>действительно</i> статистическая аномалия."
dialogue:LAB_Outro (en-US):line:0af9998,LAB_Outro (en-US),LAB_Outro (es),line:0af9998,Quanty,"В любом случае, эти данные полезны для моих архивов. Вы заслужили моё условное уважение."
dialogue:LAB_Outro (en-US):line:0ee386f,LAB_Outro (en-US),LAB_Outro (es),line:0ee386f,Eel,"Жестяная банка права. Неплохо, вы двое…"
dialogue:LAB_Outro (en-US):line:01c0bca,LAB_Outro (en-US),LAB_Outro (es),line:01c0bca,Eel,"Жестяная банка права, парень. Неплохо…"
dialogue:LAB_Outro (en-US):line:0a907b9,LAB_Outro (en-US),LAB_Outro (es),line:0a907b9,Quanty,Теперь покиньте лабораторию. Мне нужно вернуться к важным вычислениям.
dialogue:LIB_Outro (en-US):line:00e7003,LIB_Outro (en-US),LIB_Outro (es),line:00e7003,Jeb,Нет… библиотека…
dialogue:LIB_Outro (en-US):line:07be628,LIB_Outro (en-US),LIB_Outro (es),line:07be628,Jeb,"Ты правда думаешь, что кто-то специально запер входную дверь?"
dialogue:LIB_Outro (en-US):line:09ba0c1,LIB_Outro (en-US),LIB_Outro (es),line:09ba0c1,Jeb,"Они ведь знали, что я внутри. Я забронировал учебную комнату. Не думаешь, что кто-то…"
dialogue:LIB_Outro (en-US):line:09cbbef,LIB_Outro (en-US),LIB_Outro (es),line:09cbbef,Jeb,"Нет, кто бы так поступил? Но… казалось, что мне не суждено было оттуда выбраться."
dialogue:LIB_Outro (en-US):line:04f970f,LIB_Outro (en-US),LIB_Outro (es),line:04f970f,Jeb,В этом нет никакого смысла…
dialogue:Lib_IntroCutscene (en-US):line:02b103e,Lib_IntroCutscene (en-US),Lib_IntroCutscene (es),line:02b103e,Jeb,"О, привет! Рад, что ты заглянул поучиться. Я тоже — если хочу получить лицензию преподавателя, приходится зубрить, пока есть возможность."
dialogue:Lib_IntroCutscene (en-US):line:0fe2082,Lib_IntroCutscene (en-US),Lib_IntroCutscene (es),line:0fe2082,Jeb,"Признаюсь, мне сложно сосредоточиться."
dialogue:Lib_IntroCutscene (en-US):line:0dd2705,Lib_IntroCutscene (en-US),Lib_IntroCutscene (es),line:0dd2705,Jeb,"Мне непривычно после того, как Ил — то есть директор Ил — возглавил Академию."
dialogue:Lib_IntroCutscene (en-US):line:01b65c8,Lib_IntroCutscene (en-US),Lib_IntroCutscene (es),line:01b65c8,Jeb,"Он всё так по-другому организует! И, судя по всему, просто перегружает учеников."
dialogue:Lib_IntroCutscene (en-US):line:0a431a1,Lib_IntroCutscene (en-US),Lib_IntroCutscene (es),line:0a431a1,Jeb,"В любом случае, по крайней мере, у меня есть это место, где можно передохнуть в такие трудные времена."
dialogue:Lib_IntroCutscene (en-US):line:0bc2c1d,Lib_IntroCutscene (en-US),Lib_IntroCutscene (es),line:0bc2c1d,Jeb,"Знаешь, библиотека — самое старое здание в Академии?"
dialogue:Lib_IntroCutscene (en-US):line:0098c94,Lib_IntroCutscene (en-US),Lib_IntroCutscene (es),line:0098c94,Jeb,"Вообще-то, она — стой. Ты не чувствуешь... запах дыма?"
dialogue:Lib_IntroCutscene (en-US):line:0640ac8,Lib_IntroCutscene (en-US),Lib_IntroCutscene (es),line:0640ac8,Jeb,ЧТО ТАКОЕ! ЗДЕСЬ ВЕСЬ ДОМ ГОРИТ!!!
dialogue:ORR_Intro (en-US):line:0529906,ORR_Intro (en-US),NEW_es_ORR_Intro,line:0529906,Horatio,Опасность!!
dialogue:ORR_Intro (en-US):line:001716a,ORR_Intro (en-US),NEW_es_ORR_Intro,line:001716a,Horatio,"Без неё нет настоящего побега. Это мой главный принцип с тех пор, как я начал преподавать здесь."
dialogue:ORR_Intro (en-US):line:0b9e30f,ORR_Intro (en-US),NEW_es_ORR_Intro,line:0b9e30f,Horatio,"В прошлом месяце, когда один из рабочих едва не был раздавлен опорной балкой башни... я понял кое-что важное."
dialogue:ORR_Intro (en-US):line:0867da7,ORR_Intro (en-US),NEW_es_ORR_Intro,line:0867da7,Horatio,Академия недостаточно <i>опасна</i>!
dialogue:ORR_Intro (en-US):line:01b7741,ORR_Intro (en-US),NEW_es_ORR_Intro,line:01b7741,Horatio,В реальном мире нет страховочных сетей. Так почему же моя школа должна сдерживаться?!
dialogue:ORR_Intro (en-US):line:010ab56,ORR_Intro (en-US),NEW_es_ORR_Intro,line:010ab56,Horatio,Нет! Ни на секунду больше! Пусть начнётся «Комната соперников»!
dialogue:ORR_Intro (en-US):line:09839c4,ORR_Intro (en-US),NEW_es_ORR_Intro,line:09839c4,YoungEel,"Не заставляй меня долго ждать на финише, Сэнди. Не хочу, чтобы публика заскучала."
dialogue:ORR_Intro (en-US):line:0c361d8,ORR_Intro (en-US),NEW_es_ORR_Intro,line:0c361d8,YoungSandy,"Похоже, кто-то очень уверен в себе."
dialogue:ORR_Intro (en-US):line:0764429,ORR_Intro (en-US),NEW_es_ORR_Intro,line:0764429,YoungEel,Ты не слышал Горацио? Это испытание для настоящего эскаписта. Одних книг недостаточно.
dialogue:ORR_Intro (en-US):line:0731f84,ORR_Intro (en-US),NEW_es_ORR_Intro,line:0731f84,YoungSandy,"Они помогут мне пройти дальше первой головоломки. Удачи, если хочешь решить всё силой."
dialogue:ORR_Intro (en-US):line:0f97be3,ORR_Intro (en-US),NEW_es_ORR_Intro,line:0f97be3,YoungEel,Ха! <i>Теперь</i> это гонка.
dialogue:ORR_Outro (en-US):line:0351f51,ORR_Outro (en-US),NEW_es_ORR_Outro,line:0351f51,Horatio,"Ну вот и всё, друзья! Какой невероятный поворот событий! Я вас всех обманул, правда? Ха-ха!!"
dialogue:ORR_Outro (en-US):line:06c82e9,ORR_Outro (en-US),NEW_es_ORR_Outro,line:06c82e9,Horatio,"Как раз так вышло, что я <i>так</i> безоговорочно доверяю своим ученикам, что встроил в курс собственную опасность. Такой адреналин не перебить!"
dialogue:ORR_Outro (en-US):line:0842801,ORR_Outro (en-US),NEW_es_ORR_Outro,line:0842801,Horatio,"Знаю, знаю. Истинный гениальный ход."
dialogue:ORR_Outro (en-US):line:0745af8,ORR_Outro (en-US),NEW_es_ORR_Outro,line:0745af8,Horatio,"Сандра, Ил — наслаждайтесь этим моментом. Возьмите содовой. Подпишите пару автографов. Отрывайтесь!"
dialogue:ORR_Outro (en-US):line:0e6aed2,ORR_Outro (en-US),NEW_es_ORR_Outro,line:0e6aed2,Horatio,А когда закончите — загляните ко мне в кабинет! У меня есть пара медалей с вашими именами!
dialogue:ORR_Outro (en-US):line:098231f,ORR_Outro (en-US),NEW_es_ORR_Outro,line:098231f,Horatio,Какие же времена мы живём!!
dialogue:ORR_Outro (en-US):line:041cea6,ORR_Outro (en-US),NEW_es_ORR_Outro,line:041cea6,YoungSandy,"Ну, это было странно."
dialogue:ORR_Outro (en-US):line:0062286,ORR_Outro (en-US),NEW_es_ORR_Outro,line:0062286,YoungEel,Что у этого типа не странное?
dialogue:POT_Intro (en-US):line:0a107f0,POT_Intro (en-US),POT_Intro (es),line:0a107f0,Allie,"Добро пожаловать в мою лабораторию. Я профессор Бонилья. В прошлой жизни я была экспертом по взрывчатке, но теперь перешла на что-то более увлекательное..."
dialogue:POT_Intro (en-US):line:0b3a340,POT_Intro (en-US),POT_Intro (es),line:0b3a340,Allie,Селекции чая!
dialogue:POT_Intro (en-US):line:07e6688,POT_Intro (en-US),POT_Intro (es),line:07e6688,Allie,"Я на пути к созданию идеальной чашки чая. И наконец-то поняла, чего не хватало!"
dialogue:POT_Intro (en-US):line:06d9b30,POT_Intro (en-US),POT_Intro (es),line:06d9b30,Allie,"Я варила чай в комнате с обычной температурой. Но что, если мы доведём его до кипения... в <i>кипящей</i> среде!"
dialogue:POT_Intro (en-US):line:078b2dd,POT_Intro (en-US),POT_Intro (es),line:078b2dd,Allie,"Поэтому я выставила на термостате двести двадцать градусов. Вам, конечно, не очень комфортно... но для эксперимента это идеально."
dialogue:POT_Intro (en-US):line:0317f4c,POT_Intro (en-US),POT_Intro (es),line:0317f4c,Eel,"Мне нравится, куда это клонит. Только Алли может превратить ботанику в настоящий взрыв!"
dialogue:POT_Intro (en-US):line:0a83412,POT_Intro (en-US),POT_Intro (es),line:0a83412,Allie,"Я так рада, что вы готовы выдержать жар... ради идеальной чашки чая! Лучше не медлить!"
dialogue:POT_Outro (en-US):line:08786a3,POT_Outro (en-US),POT_Outro (es),line:08786a3,Allie,"Вау, эксперимент удался! Я никогда не чувствовала себя такой бодрой! К тому же, похоже, вы не погибли. Настоящее очищение!"
dialogue:POT_Outro (en-US):line:007a05c,POT_Outro (en-US),POT_Outro (es),line:007a05c,Eel,"Признаюсь, это пахнет чертовски вкусным чаем."
dialogue:POT_Outro (en-US):line:002dbff,POT_Outro (en-US),POT_Outro (es),line:002dbff,Eel,"Всё равно не могу поверить, что ты бросила взрывчатку. Для нашего сообщества это огромная потеря."
dialogue:POT_Outro (en-US):line:070f269,POT_Outro (en-US),POT_Outro (es),line:070f269,Allie,И всё же я никогда не чувствовала себя такой счастливой.
dialogue:RAD_Intro (en-US):line:05b7626,RAD_Intro (en-US),RAD_Intro (es),line:05b7626,Jeb,Хм... Это одна из тех соковых лавок. С огромной тарелкой на крыше!
dialogue:RAD_Intro (en-US):line:03b8a90,RAD_Intro (en-US),RAD_Intro (es),line:03b8a90,Jeb,Странно... На всех моих картах этот островок должен быть необитаемым.
dialogue:RAD_Intro (en-US):line:043cc79,RAD_Intro (en-US),RAD_Intro (es),line:043cc79,Jeb,"Ну... обитаем или нет, но с такой тарелкой я готов поспорить, что внутри есть радио, которым мы можем позвать директора."
dialogue:RAD_Intro (en-US):line:063452b,RAD_Intro (en-US),RAD_Intro (es),line:063452b,Jeb,"Давай заглянем. Будь начеку. Если директор в беде, кто знает, что нас там ждёт..."
dialogue:RAD_Midpoint (en-US):line:09b630e,RAD_Midpoint (en-US),RAD_Midpoint (es),line:09b630e,Jeb,"Радио. Наконец-то! *Хм* Проверка связи! Директор Соланж? Вы меня слышите? Это Джеб. Вы там, директор?"
dialogue:RAD_Midpoint (en-US):line:0b35fbe,RAD_Midpoint (en-US),RAD_Midpoint (es),line:0b35fbe,???,"Извините, Джебсон. Ваша драгоценная директор и её маленькая протеже сейчас немного заняты."
dialogue:RAD_Midpoint (en-US):line:0b8457a,RAD_Midpoint (en-US),RAD_Midpoint (es),line:0b8457a,Jeb,"Эм, кто это? И... как вы знаете моё имя..?"
