segment_id,asset_name,target_asset_es,cue_number,translation_ru
subtitle:Coach_TDA_UpSleeveWinning:1,Coach_TDA_UpSleeveWinning,Coach_TDA_UpSleeveWinning_es,1,"[ТРЕНЕР ЙОАЧ] Ничего в рукаве, кроме победы!"
subtitle:Coach_TDA_YouAintNoDummy:1,Coach_TDA_YouAintNoDummy,Coach_TDA_YouAintNoDummy_es,1,[ТРЕНЕР ЙОАЧ] Одно точно — вы не дураки!
subtitle:Coach_USB_BootThatPuzzle:1,Coach_USB_BootThatPuzzle,Coach_USB_BootThatPuzzle_es,1,[ТРЕНЕР ЙОАЧ] Перезагрузи эту головоломку!
subtitle:Coach_USB_FeelsFishy:1,Coach_USB_FeelsFishy,Coach_USB_FeelsFishy_es,1,"[ТРЕНЕР ЙОАЧ] Если что-то кажется подозрительным, просто продолжай движение!"
subtitle:Coach_USB_FishInBarrel:1,Coach_USB_FishInBarrel,Coach_USB_FishInBarrel_es,1,[ТРЕНЕР ЙОАЧ] Ха-ха! Как рыбы в бочке!
subtitle:Coach_USB_FloppyFish:1,Coach_USB_FloppyFish,Coach_USB_FloppyFish_es,1,"[ТРЕНЕР ЙОАЧ] Ты выглядел как вялая рыба, Красный, неудивительно, что Синие тебя разнесли!"
subtitle:Coach_USB_KnockedFewWiresLoose:1,Coach_USB_KnockedFewWiresLoose,Coach_USB_KnockedFewWiresLoose_es,1,[ТРЕНЕР ЙОАЧ] Красные выбили пару проводов у Синих — какой же это был электризующий матч!
subtitle:Coach_USB_LittlePuzzlesBackWater:1,Coach_USB_LittlePuzzlesBackWater,Coach_USB_LittlePuzzlesBackWater_es,1,[ТРЕНЕР ЙОАЧ] Не забудьте вернуть маленькие головоломки в воду!
subtitle:Coach_USB_MachinesIntimidate:1,Coach_USB_MachinesIntimidate,Coach_USB_MachinesIntimidate_es,1,[ТРЕНЕР ЙОАЧ] Не дайте машинам вас напугать! Это всего лишь схемы и провода!
subtitle:Coach_USB_NoDolphinsHarmed:1,Coach_USB_NoDolphinsHarmed,Coach_USB_NoDolphinsHarmed_es,1,[ТРЕНЕР ЙОАЧ] При создании этой победы Красных ни один дельфин не пострадал!!
subtitle:Coach_USB_NoUpdateGetSolvin:1,Coach_USB_NoUpdateGetSolvin,Coach_USB_NoUpdateGetSolvin_es,1,[ТРЕНЕР ЙОАЧ] Нет времени на обновление железа — заходите и решайте!
subtitle:Coach_USB_PrintScreenResults:1,Coach_USB_PrintScreenResults,Coach_USB_PrintScreenResults_es,1,[ТРЕНЕР ЙОАЧ] Сделайте скриншот этих результатов! Вы захотите это запомнить!
subtitle:Coach_USB_RedNeedRestart:1,Coach_USB_RedNeedRestart,Coach_USB_RedNeedRestart_es,1,[ТРЕНЕР ЙОАЧ] Победа Синих! Красным понадобится перезагрузка перед следующим матчем!
subtitle:Coach_USB_ReelPuzzlesIn:1,Coach_USB_ReelPuzzlesIn,Coach_USB_ReelPuzzlesIn_es,1,"[ТРЕНЕР ЙОАЧ] Засчитывайте эти головоломки, спокойно и уверенно."
subtitle:Coach_USB_StickToProgram:1,Coach_USB_StickToProgram,Coach_USB_StickToProgram_es,1,"[ТРЕНЕР ЙОАЧ] Помните, просто следуйте программе."
subtitle:Coach_USB_StinksLikePuzzle:1,Coach_USB_StinksLikePuzzle,Coach_USB_StinksLikePuzzle_es,1,[ТРЕНЕР ЙОАЧ] Здесь пахнет головоломкой!
subtitle:Crab_USB_ClawDeVivre:1,Crab_USB_ClawDeVivre,Crab_USB_ClawDeVivre_es,1,[ТАНЦУЮЩИЙ КРАБ] Обожаю этот клешневой стиль жизни!
subtitle:Crab_USB_Crabtastic:1,Crab_USB_Crabtastic,Crab_USB_Crabtastic_es,1,[ТАНЦУЮЩИЙ КРАБ] Крабастично!
subtitle:Crab_USB_Crabwalk:1,Crab_USB_Crabwalk,Crab_USB_Crabwalk_es,1,[ТАНЦУЮЩИЙ КРАБ] Крабья походка!
subtitle:Crab_USB_CrustaceanGyration:1,Crab_USB_CrustaceanGyration,Crab_USB_CrustaceanGyration_es,1,[ТАНЦУЮЩИЙ КРАБ] Ракообразное вращение!
subtitle:Crab_USB_ImitationCrabbery:1,Crab_USB_ImitationCrabbery,Crab_USB_ImitationCrabbery_es,1,[ТАНЦУЮЩИЙ КРАБ] Имитация — лучшая форма крабьей дружбы!
subtitle:Crab_USB_NotCrabby:1,Crab_USB_NotCrabby,Crab_USB_NotCrabby_es,1,[ТАНЦУЮЩИЙ КРАБ] Не слишком крабьим!
subtitle:Crab_USB_OhYeah:1,Crab_USB_OhYeah,Crab_USB_OhYeah_es,1,"[ТАНЦУЮЩИЙ КРАБ] О, да!"
subtitle:Crab_USB_SeeYouScuttle:1,Crab_USB_SeeYouScuttle,Crab_USB_SeeYouScuttle_es,1,"[ТАНЦУЮЩИЙ КРАБ] Хочу увидеть, как вы крабьим шагом бегаете."
subtitle:Crab_USB_YouCrabbedYouWalked:1,Crab_USB_YouCrabbedYouWalked,Crab_USB_YouCrabbedYouWalked_es,1,"[ТАНЦУЮЩИЙ КРАБ] Ты крабьим шагом шёл, ты крабьим шагом шёл, ты крабьим шагом шёл!"
subtitle:Crab_USB_YouWon:1,Crab_USB_YouWon,Crab_USB_YouWon_es,1,"[ТАНЦУЮЩИЙ КРАБ] ОооОоо, ты победил!"
subtitle:DJSkeaky_TNT_AlphaUpBravo:1,DJSkeaky_TNT_AlphaUpBravo,DJSkeaky_TNT_AlphaUpBravo_es,1,[DJ SKEAKY] ♪ Альфа. Вверх. ♪
subtitle:DJSkeaky_TNT_AlphaUpBravo:2,DJSkeaky_TNT_AlphaUpBravo,DJSkeaky_TNT_AlphaUpBravo_es,2,♪ Браво. Вниз. ♪
subtitle:DJSkeaky_TNT_AlphaUpBravo:3,DJSkeaky_TNT_AlphaUpBravo,DJSkeaky_TNT_AlphaUpBravo_es,3,♪ Чарли. Вниз. ♪
subtitle:DJSkeaky_TNT_AlphaUpBravo:4,DJSkeaky_TNT_AlphaUpBravo,DJSkeaky_TNT_AlphaUpBravo_es,4,♪ Дельта. Вниз. ♪
subtitle:DJSkeaky_TNT_AlphaUpBravo:5,DJSkeaky_TNT_AlphaUpBravo,DJSkeaky_TNT_AlphaUpBravo_es,5,♪ Эхо. Вверх. ♪
subtitle:DJSkeaky_TNT_AlphaUpBravo:6,DJSkeaky_TNT_AlphaUpBravo,DJSkeaky_TNT_AlphaUpBravo_es,6,♪ Фокстрот. Вверх. ♪
subtitle:DJSkeaky_TNT_AlphaUpBravo:7,DJSkeaky_TNT_AlphaUpBravo,DJSkeaky_TNT_AlphaUpBravo_es,7,♪ Я. Повторяю. ♪
subtitle:EA_SFX_RADIO_SONGS_DEEDOO1:1,EA_SFX_RADIO_SONGS_DEEDOO1,EA_SFX_RADIO_SONGS_DEEDOO1_es,1,*Музыка по радио*
subtitle:EA_SFX_RADIO_SONGS_FIGARITOUT1:1,EA_SFX_RADIO_SONGS_FIGARITOUT1,EA_SFX_RADIO_SONGS_FIGARITOUT1_es,1,*Музыка по радио*
subtitle:EA_SFX_RADIO_SONGS_GETACLUE1:1,EA_SFX_RADIO_SONGS_GETACLUE1,EA_SFX_RADIO_SONGS_GETACLUE1_es,1,*Музыка по радио*
subtitle:EA_SFX_RADIO_SONGS_OY1:1,EA_SFX_RADIO_SONGS_OY1,EA_SFX_RADIO_SONGS_OY1_es,1,*Музыка по радио*
subtitle:EA_SFX_RADIO_STATIC_LOOP1:1,EA_SFX_RADIO_STATIC_LOOP1,EA_SFX_RADIO_STATIC_LOOP1_es,1,*Помехи по радио*
subtitle:EA_SFX_RADIO_STATIC_LOOP2:1,EA_SFX_RADIO_STATIC_LOOP2,EA_SFX_RADIO_STATIC_LOOP2_es,1,*Помехи по радио*
subtitle:EA_SFX_RADIO_STATIC_LOOP3:1,EA_SFX_RADIO_STATIC_LOOP3,EA_SFX_RADIO_STATIC_LOOP3_es,1,*Помехи по радио*
subtitle:Eel+Rival_RVR_LossClearFav+NeverBrokeSweat:1,Eel+Rival_RVR_LossClearFav+NeverBrokeSweat,Eel+Rival_RVR_LossClearFav+NeverBrokeSweat_es,1,[ИЛ] Ну и проигрыш для явного фаворита!
subtitle:Eel+Rival_RVR_LossClearFav+NeverBrokeSweat:2,Eel+Rival_RVR_LossClearFav+NeverBrokeSweat,Eel+Rival_RVR_LossClearFav+NeverBrokeSweat_es,2,[ГИЛЛИАН] Даже не вспотела.
subtitle:Eel_BRK_AlmostFree:1,Eel_BRK_AlmostFree,Eel_BRK_AlmostFree_es,1,[ИЛ] Почти... почти на свободе!
subtitle:Eel_BRK_FeelLikeHome:1,Eel_BRK_FeelLikeHome,Eel_BRK_FeelLikeHome_es,1,[ИЛ] Только-только мне тут стало как дома.
subtitle:Eel_BRK_GottaDoSomething:1,Eel_BRK_GottaDoSomething,Eel_BRK_GottaDoSomething_es,1,"[ИЛ] Нам нужно что-то делать, Сэнди!"
subtitle:Eel_BRK_NoSandy:1,Eel_BRK_NoSandy,Eel_BRK_NoSandy_es,1,"[ИЛ] Нет, Сэнди! Турели разорвут тебя в клочья!"
subtitle:Eel_BRK_PulledItOff:1,Eel_BRK_PulledItOff,Eel_BRK_PulledItOff_es,1,[ИЛ] Ты реально справилась!
subtitle:Eel_BRK_SayingAboutMe:1,Eel_BRK_SayingAboutMe,Eel_BRK_SayingAboutMe_es,1,[ИЛ] Это правда говорят обо мне?..
subtitle:Eel_BRK_ScientistsWillBeBack:1,Eel_BRK_ScientistsWillBeBack,Eel_BRK_ScientistsWillBeBack_es,1,"[ИЛ] Давай быстрее, учёные вернутся с минуты на минуту!"
subtitle:Eel_BRK_SoLongSinceSun:1,Eel_BRK_SoLongSinceSun,Eel_BRK_SoLongSinceSun_es,1,[ИЛ] Мы почти у цели.
subtitle:Eel_BRK_SoLongSinceSun:2,Eel_BRK_SoLongSinceSun,Eel_BRK_SoLongSinceSun_es,2,Я так давно не видел солнца…
subtitle:Eel_BRK_UnderControl:1,Eel_BRK_UnderControl,Eel_BRK_UnderControl_es,1,"[ИЛ] Ты уверена, что всё под контролем, Сэнди?"
subtitle:Eel_LAB_Booyah:1,Eel_LAB_Booyah,Eel_LAB_Booyah_es,1,"[ИЛ] Бу-ях! Вжух, детка!"
subtitle:Eel_LAB_QuantyNotScrewin:1,Eel_LAB_QuantyNotScrewin,Eel_LAB_QuantyNotScrewin_es,1,[ИЛ] Профессор Кванти не шутит.
subtitle:Eel_LIB_JebLetThe:1,Eel_LIB_JebLetThe,Eel_LIB_JebLetThe_es,1,[ИЛ] Джеб позволил сгореть библиотеке?
subtitle:Eel_LIB_JebLetThe:2,Eel_LIB_JebLetThe,Eel_LIB_JebLetThe_es,2,"Хорошо, что ты был там."
subtitle:Eel_MSC_Angry:1,Eel_MSC_Angry,Eel_MSC_Angry_es,1,[ИЛ] *Рычит*
subtitle:Eel_MSC_Annoyed:1,Eel_MSC_Annoyed,Eel_MSC_Annoyed_es,1,[ИЛ] *Раздражённо рычит*
subtitle:Eel_MSC_Bored:1,Eel_MSC_Bored,Eel_MSC_Bored_es,1,[ИЛ] *Вздыхает от скуки*
subtitle:Eel_MSC_Bye:1,Eel_MSC_Bye,Eel_MSC_Bye_es,1,[ИЛ] Пока.
subtitle:Eel_MSC_CallMeEel:1,Eel_MSC_CallMeEel,Eel_MSC_CallMeEel_es,1,[ИЛ] Называй меня Илом.
subtitle:Eel_MSC_Chuckle_Alt:1,Eel_MSC_Chuckle_Alt,Eel_MSC_Chuckle_Alt_es,1,[ИЛ] *Хихикает*
subtitle:Eel_MSC_Confused:1,Eel_MSC_Confused,Eel_MSC_Confused_es,1,[ИЛ] *Озадаченно хмыкает*
subtitle:Eel_MSC_Defiant:1,Eel_MSC_Defiant,Eel_MSC_Defiant_es,1,[ИЛ] *Вызывающе рычит*
subtitle:Eel_MSC_Determined:1,Eel_MSC_Determined,Eel_MSC_Determined_es,1,[ИЛ] *Решительно рычит*
subtitle:Eel_MSC_Dismayed_Alt:1,Eel_MSC_Dismayed_Alt,Eel_MSC_Dismayed_Alt_es,1,[ИЛ] *Ужасается*
subtitle:Eel_MSC_Dismissive:1,Eel_MSC_Dismissive,Eel_MSC_Dismissive_es,1,[ИЛ] *Пренебрежительно хмыкает*
subtitle:Eel_MSC_Gasp:1,Eel_MSC_Gasp,Eel_MSC_Gasp_es,1,[ИЛ] *Ахает*
subtitle:Eel_MSC_Gasp_Alt:1,Eel_MSC_Gasp_Alt,Eel_MSC_Gasp_Alt_es,1,[ИЛ] *Ахает*
subtitle:Eel_MSC_Happy_Alt:1,Eel_MSC_Happy_Alt,Eel_MSC_Happy_Alt_es,1,[ИЛ] *Радостно хихикает*
subtitle:Eel_MSC_Hey:1,Eel_MSC_Hey,Eel_MSC_Hey_es,1,[ИЛ] Эй.
subtitle:Eel_MSC_Horrified:1,Eel_MSC_Horrified,Eel_MSC_Horrified_es,1,[ИЛ] *В ужасе*
subtitle:Eel_MSC_Hurt:1,Eel_MSC_Hurt,Eel_MSC_Hurt_es,1,[ИЛ] *Стонет от боли*
subtitle:Eel_MSC_Inquisitive:1,Eel_MSC_Inquisitive,Eel_MSC_Inquisitive_es,1,[ИЛ] *Вопросительно хмыкает*
subtitle:Eel_MSC_Investigative:1,Eel_MSC_Investigative,Eel_MSC_Investigative_es,1,"[ИЛ] Хм, ладно…"
subtitle:Eel_MSC_Laugh:1,Eel_MSC_Laugh,Eel_MSC_Laugh_es,1,[ИЛ] *Смеётся*
subtitle:Eel_MSC_Laugh_Alt1:1,Eel_MSC_Laugh_Alt1,Eel_MSC_Laugh_Alt1_es,1,[ИЛ] *Смеётся безумно*
subtitle:Eel_MSC_Panicked_Alt1:1,Eel_MSC_Panicked_Alt1,Eel_MSC_Panicked_Alt1_es,1,"[ИЛ] Эй, эй..!"
subtitle:Eel_MSC_Panicked_Alt2:1,Eel_MSC_Panicked_Alt2,Eel_MSC_Panicked_Alt2_es,1,"[ИЛ] Стой, стой, стой--"
subtitle:Eel_MSC_Proud_Alt:1,Eel_MSC_Proud_Alt,Eel_MSC_Proud_Alt_es,1,[ИЛ] *Гордо рычит*
subtitle:Eel_MSC_Scared_Alt:1,Eel_MSC_Scared_Alt,Eel_MSC_Scared_Alt_es,1,[ИЛ] Я не боюсь... это ты боишься!
subtitle:Eel_MSC_Shocked:1,Eel_MSC_Shocked,Eel_MSC_Shocked_es,1,[ИЛ] *Удивлённо ахает*
subtitle:Eel_MSC_Shocked_Alt:1,Eel_MSC_Shocked_Alt,Eel_MSC_Shocked_Alt_es,1,[ИЛ] Я?!
subtitle:Eel_MSC_Surprised:1,Eel_MSC_Surprised,Eel_MSC_Surprised_es,1,[ИЛ] *Удивлённо хмыкает*
subtitle:Eel_MSC_Upset:1,Eel_MSC_Upset,Eel_MSC_Upset_es,1,[ИЛ] *Грустно стонет*
subtitle:Eel_MSC_WhatreYouLookingAt:1,Eel_MSC_WhatreYouLookingAt,Eel_MSC_WhatreYouLookingAt_es,1,[ИЛ] На что ты смотришь?
subtitle:Eel_ORR_BoomBaby:1,Eel_ORR_BoomBaby,Eel_ORR_BoomBaby_es,1,"[ИЛ] Бум, детка! Пока!"
subtitle:Eel_ORR_EelShow:1,Eel_ORR_EelShow,Eel_ORR_EelShow_es,1,"[ИЛ] О, да! Послушай этот рёв толпы."
subtitle:Eel_ORR_EelShow:2,Eel_ORR_EelShow,Eel_ORR_EelShow_es,2,Настало время шоу Ила!
subtitle:Eel_ORR_LookingDizzy:1,Eel_ORR_LookingDizzy,Eel_ORR_LookingDizzy_es,1,"[ИЛ] Ты, кажется, немного закружилась, Сэнди!"
subtitle:Eel_ORR_RookieMistakes:1,Eel_ORR_RookieMistakes,Eel_ORR_RookieMistakes_es,1,"[ИЛ] Ошибки новичка, Сэнди."
subtitle:Eel_ORR_SaveHeadmaster:1,Eel_ORR_SaveHeadmaster,Eel_ORR_SaveHeadmaster_es,1,"[ИЛ] ...спасём директора! Я с тобой, Сэнди! Давай вытащим старика!"
subtitle:Eel_ORR_SmokeYa:1,Eel_ORR_SmokeYa,Eel_ORR_SmokeYa_es,1,"[ИЛ] Я же говорил, что тебя прижму, Сэнди!"
subtitle:Eel_ORR_ThinkingBeTricky:1,Eel_ORR_ThinkingBeTricky,Eel_ORR_ThinkingBeTricky_es,1,"[ИЛ] Ничего страшного, Сэнди. Мыслить бывает непросто!"
subtitle:Eel_POT_MyKindaBotany:1,Eel_POT_MyKindaBotany,Eel_POT_MyKindaBotany_es,1,[ИЛ] Вот это ботаника по моему вкусу!
subtitle:Eel_ROB_BooyahBeatIt:1,Eel_ROB_BooyahBeatIt,Eel_ROB_BooyahBeatIt_es,1,[ИЛ] Бух-ха! Пора сваливать.
subtitle:Eel_ROB_Can_tKillEasily:1,Eel_ROB_Can_tKillEasily,Eel_ROB_Can_tKillEasily_es,1,[ИЛ] Так просто нас не убьёшь!
subtitle:Eel_ROB_GetOuttaHere:1,Eel_ROB_GetOuttaHere,Eel_ROB_GetOuttaHere_es,1,[ИЛ] Сэнди!! Нам надо отсюда выбираться!!
subtitle:Eel_ROB_NiceKnowinYa:1,Eel_ROB_NiceKnowinYa,Eel_ROB_NiceKnowinYa_es,1,"[ИЛ] Было приятно познакомиться, Сэнди--!"
subtitle:Eel_ROB_SpotlightStopping:1,Eel_ROB_SpotlightStopping,Eel_ROB_SpotlightStopping_es,1,[ИЛ] Хе. Пара прожекторов не остановит Ила и Сэнди от проникновения в этот хранилище.
subtitle:Eel_ROB_StayWithMe:1,Eel_ROB_StayWithMe,Eel_ROB_StayWithMe_es,1,"[ИЛ] Держись, Сэнди..."
subtitle:Eel_RVR_AlrightSecondPhase:1,Eel_RVR_AlrightSecondPhase,Eel_RVR_AlrightSecondPhase_es,1,"[ИЛ] Ладно, переходим ко второй фазе."
subtitle:Eel_RVR_AlrightSecondPhase:2,Eel_RVR_AlrightSecondPhase,Eel_RVR_AlrightSecondPhase_es,2,Тут всё начнёт кипеть.
subtitle:Eel_RVR_BlueFinalPhase:1,Eel_RVR_BlueFinalPhase,Eel_RVR_BlueFinalPhase_es,1,[ИЛ] Синяя трасса выходит на финальную фазу.
subtitle:Eel_RVR_BluesMovingOn:1,Eel_RVR_BluesMovingOn,Eel_RVR_BluesMovingOn_es,1,[ИЛ] Синие продвигаются.
subtitle:Eel_RVR_FavoritePuzzleAll:1,Eel_RVR_FavoritePuzzleAll,Eel_RVR_FavoritePuzzleAll_es,1,[ИЛ] Моя любимая головоломка — сейф с двумя сторонами.
subtitle:Eel_RVR_GettingAheadYourself:1,Eel_RVR_GettingAheadYourself,Eel_RVR_GettingAheadYourself_es,1,"[ИЛ] Не забегай вперёд, Слип. Посмотрим, смогут ли они пройти баллисту."
subtitle:Eel_RVR_ImpressiveSpeedPuzzling:1,Eel_RVR_ImpressiveSpeedPuzzling,Eel_RVR_ImpressiveSpeedPuzzling_es,1,[ИЛ] Красная трасса решает головоломки с впечатляющей скоростью.
subtitle:Eel_RVR_LossClearFavorite:1,Eel_RVR_LossClearFavorite,Eel_RVR_LossClearFavorite_es,1,[ИЛ] Ну и проигрыш для явного фаворита!!
subtitle:Eel_RVR_MeOutThere:1,Eel_RVR_MeOutThere,Eel_RVR_MeOutThere_es,1,"[ИЛ] Если бы я был там, Слип, я бы атаковал эти головоломки с большей силой,"
subtitle:Eel_RVR_MeOutThere:2,Eel_RVR_MeOutThere,Eel_RVR_MeOutThere_es,2,"но и Красные, и Синие дают достойный отпор."
subtitle:Eel_RVR_MeOutThere:3,Eel_RVR_MeOutThere,Eel_RVR_MeOutThere_es,3,Исход может быть любым.
subtitle:Eel_RVR_OohCostlyMistake:1,Eel_RVR_OohCostlyMistake,Eel_RVR_OohCostlyMistake_es,1,"[ИЛ] Ох, дорогая ошибка."
subtitle:Eel_RVR_RedInMoney:1,Eel_RVR_RedInMoney,Eel_RVR_RedInMoney_es,1,"[ИЛ] Ещё одна, и Красные впереди."
subtitle:Eel_RVR_RedMovingOn:1,Eel_RVR_RedMovingOn,Eel_RVR_RedMovingOn_es,1,[ИЛ] Красные не сбавляют темп.
subtitle:Eel_RVR_SafeIsOpen:1,Eel_RVR_SafeIsOpen,Eel_RVR_SafeIsOpen_es,1,[ИЛ] Сейф открыт! Матч окончен!
subtitle:Eel_RVR_SorryTheDay:1,Eel_RVR_SorryTheDay,Eel_RVR_SorryTheDay_es,1,"[ИЛ] Жаль, что день сложился так, но... ты это заслужил."
subtitle:Eel_RVR_TimeToFind:1,Eel_RVR_TimeToFind,Eel_RVR_TimeToFind_es,1,"[ИЛ] Пора узнать, кто из наших лучших студентов — Апогей первого курса."
subtitle:Eel_SAW_DamnZapped:1,Eel_SAW_DamnZapped,Eel_SAW_DamnZapped_es,1,"[ИЛ] Чёрт, её током ударило!"
subtitle:Eel_SAW_EasyDoesIt:1,Eel_SAW_EasyDoesIt,Eel_SAW_EasyDoesIt_es,1,[ИЛ] Аккуратнее!
subtitle:Eel_SAW_GotWhatNeed:1,Eel_SAW_GotWhatNeed,Eel_SAW_GotWhatNeed_es,1,"[ИЛ] Надеюсь, тут всё, что нам нужно...!"
subtitle:Eel_SAW_Liftoff:1,Eel_SAW_Liftoff,Eel_SAW_Liftoff_es,1,[ИЛ] Ха-ха! Взлёт!!!
subtitle:Eel_SAW_ThisThingGrowls:1,Eel_SAW_ThisThingGrowls,Eel_SAW_ThisThingGrowls_es,1,"[ИЛ] Ох, детка, я ставлю, что эта штука рёвёт!"
subtitle:Eel_SAW_ThisThingGrowls+Mads_SAW_BetterBelieveIt:1,Eel_SAW_ThisThingGrowls+Mads_SAW_BetterBelieveIt,Eel_SAW_ThisThingGrowls+Mads_SAW_BetterBelieveIt_es,1,"[ИЛ] Ох, детка, я ставлю, что эта штука рёвёт!"
subtitle:Eel_SAW_ThisThingGrowls+Mads_SAW_BetterBelieveIt:2,Eel_SAW_ThisThingGrowls+Mads_SAW_BetterBelieveIt,Eel_SAW_ThisThingGrowls+Mads_SAW_BetterBelieveIt_es,2,"[ПРОФЕССОР МОНСТРОНГ] Поверь, рёвёт."
subtitle:Eel_SPY_CarryingNuke:1,Eel_SPY_CarryingNuke,Eel_SPY_CarryingNuke_es,1,[ИЛ] Повар всё это время таскал с собой ядерную бомбу? Мы на ней бургеры жарили!
subtitle:Eel_SPY_ChefsOffice:1,Eel_SPY_ChefsOffice,Eel_SPY_ChefsOffice_es,1,"[ИЛ] Кабинет повара... Может, тут найдётся что-нибудь, чтобы убедить этих чокнутых..."
subtitle:Eel_SPY_GisborneBusy:1,Eel_SPY_GisborneBusy,Eel_SPY_GisborneBusy_es,1,[ИЛ] Чёрт. Гисборн был занят...
subtitle:Eel_SPY_ItChef:1,Eel_SPY_ItChef,Eel_SPY_ItChef_es,1,"[ИЛ] Это был повар! Давай, Сэнди! Пора доказать нашу невиновность!"
subtitle:Eel_SPY_ItChef_Alt1:1,Eel_SPY_ItChef_Alt1,Eel_SPY_ItChef_Alt1_es,1,"[ИЛ] Это был повар! Давай, Сэнди! Пора доказать нашу невиновность!"
subtitle:Eel_SPY_SchoolVaporized:1,Eel_SPY_SchoolVaporized,Eel_SPY_SchoolVaporized_es,1,"[ИЛ] Продолжаем, Сэнди! Иначе вся школа испарится!"
subtitle:Eel_SPY_SecretWorkshop:1,Eel_SPY_SecretWorkshop,Eel_SPY_SecretWorkshop_es,1,"[ИЛ] Секретная мастерская. Признаться, Монстронг не из тех, кто делает что-то наполовину..."
subtitle:Eel_SPY_WeirdAcid:1,Eel_SPY_WeirdAcid,Eel_SPY_WeirdAcid_es,1,"[ИЛ] Во всех записках Гисборна упоминается эта странная кислота, найденная рядом с местами преступлений…"
subtitle:Eel_SPY_WeirdAcid:2,Eel_SPY_WeirdAcid,Eel_SPY_WeirdAcid_es,2,Но кто ею пользовался?
subtitle:Eel_SPY_WhereStart:1,Eel_SPY_WhereStart,Eel_SPY_WhereStart_es,1,"[ИЛ] Так, с чего нам вообще начать?"
subtitle:Eel_TBT_AdditionalPoison_Alt:1,Eel_TBT_AdditionalPoison_Alt,Eel_TBT_AdditionalPoison_Alt_es,1,[ИЛ] Больше яда — не выход.
subtitle:Eel_TBT_DidntLearnIceCream:1,Eel_TBT_DidntLearnIceCream,Eel_TBT_DidntLearnIceCream_es,1,"[ИЛ] Не усвоил урок с отравленным мороженым, да?"
subtitle:Eel_TBT_ItsPerfectRuse:1,Eel_TBT_ItsPerfectRuse,Eel_TBT_ItsPerfectRuse_es,1,[ИЛ] Идеальная уловка. Это должно быть молоко.
subtitle:Eel_TBT_ItsPerfectRuse:2,Eel_TBT_ItsPerfectRuse,Eel_TBT_ItsPerfectRuse_es,2,Молоко невозможно отказать.
subtitle:Eel_TBT_LittleMotivation:1,Eel_TBT_LittleMotivation,Eel_TBT_LittleMotivation_es,1,[ИЛ] Видишь? Немного мотивации никому не вредит!
subtitle:Eel_TBT_ThereGoesSpleen:1,Eel_TBT_ThereGoesSpleen,Eel_TBT_ThereGoesSpleen_es,1,"[ИЛ] Ой, вот оно. Прощай, селезёнка."
subtitle:Eel_TBT_TheresAReason:1,Eel_TBT_TheresAReason,Eel_TBT_TheresAReason_es,1,"[ИЛ] Есть причина, по которой мы всё это запираем."
subtitle:Eel_TNT_SoCloseTo_Alt:1,Eel_TNT_SoCloseTo_Alt,Eel_TNT_SoCloseTo_Alt_es,1,"[ИЛ] Ох, я так близко был к тому, чтобы увидеть бомбу Бонилья в действии."
subtitle:Eel_UNP_ThresherActivated:1,Eel_UNP_ThresherActivated,Eel_UNP_ThresherActivated_es,1,[ЗАПИСЬ] ТРЕШЕР АКТИВИРОВАН!
subtitle:Eel_YUM_GoodFloat:1,Eel_YUM_GoodFloat,Eel_YUM_GoodFloat_es,1,[ИЛ] Хороший десерт лечит любые беды.
subtitle:Eel_YUM_KeyAsAdvertised:1,Eel_YUM_KeyAsAdvertised,Eel_YUM_KeyAsAdvertised_es,1,[ИЛ] Ключ! Как и обещано.
subtitle:Eel_YUM_KeyAsAdvertised_Alt1:1,Eel_YUM_KeyAsAdvertised_Alt1,Eel_YUM_KeyAsAdvertised_Alt1_es,1,[ИЛ] Ключ! Как и обещано.
subtitle:Employee_TUT_AhThereYou_Alt:1,Employee_TUT_AhThereYou_Alt,Employee_TUT_AhThereYou_Alt_es,1,"[СОТРУДНИК] А, вот вы где!"
subtitle:Employee_TUT_GoodLuckIn:1,Employee_TUT_GoodLuckIn,Employee_TUT_GoodLuckIn_es,1,"[СОТРУДНИК] Удачи там, надеюсь."
subtitle:FLY_EjectionCutscene_SFXBake:1,FLY_EjectionCutscene_SFXBake,FLY_EjectionCutscene_SFXBake_es,1,"[ДИРЕКТОР] Держитесь крепче, все."
subtitle:FLY_EjectionCutscene_SFXBake:2,FLY_EjectionCutscene_SFXBake,FLY_EjectionCutscene_SFXBake_es,2,Следующая остановка…
subtitle:Gillian_EXP_KeepDoingIt:1,Gillian_EXP_KeepDoingIt,Gillian_EXP_KeepDoingIt_es,1,[ГИЛЛИАН] Что бы ты ни делала… продолжай!
subtitle:Gillian_EXP_PunchingGoonsForever:1,Gillian_EXP_PunchingGoonsForever,Gillian_EXP_PunchingGoonsForever_es,1,[ГИЛЛИАН] Поторопись там!
subtitle:Gillian_FLY_BraceForImpact:1,Gillian_FLY_BraceForImpact,Gillian_FLY_BraceForImpact_es,1,[ГИЛЛИАН] Приготовьтесь к столкновению!
subtitle:Gillian_FLY_DontLeaveJeb:1,Gillian_FLY_DontLeaveJeb,Gillian_FLY_DontLeaveJeb_es,1,[ГИЛЛИАН] Не бросай Джеба там одного!
subtitle:Gillian_MSC_Coy:1,Gillian_MSC_Coy,Gillian_MSC_Coy_es,1,[ГИЛЛИАН] *Стеснительно хихикает*
