segment_id,asset_name,source_row,translation_ru
gameplay:GameplayStrings:1660:B2,GameplayStrings,1660,B2
gameplay:GameplayStrings:1661:D4,GameplayStrings,1661,D4
gameplay:GameplayStrings:1662:B4,GameplayStrings,1662,B4
gameplay:GameplayStrings:1663:C1,GameplayStrings,1663,C1
gameplay:GameplayStrings:1664:B3,GameplayStrings,1664,B3
gameplay:GameplayStrings:1665:personaHacked,GameplayStrings,1665,>ФАНКИ\n>ГРУВИ\n>ГЛАДКИЙ
gameplay:GameplayStrings:1666:scrambled,GameplayStrings,1666,GXLAJQYROKSDINBTCPHF
gameplay:GameplayStrings:1667:password,GameplayStrings,1667,ВАШ ПАРОЛЬ:
gameplay:GameplayStrings:1668:vendShort,GameplayStrings,1668,ВСТАВ/nМОНЕТУ
gameplay:GameplayStrings:1669:forgot,GameplayStrings,1669,Забыли пароль?
gameplay:GameplayStrings:1670:myFiles,GameplayStrings,1670,Мои файлы
gameplay:GameplayStrings:1671:passcode,GameplayStrings,1671,Введите код:
gameplay:GameplayStrings:1672:wrongPasscode,GameplayStrings,1672,НЕВЕРНЫЙ КОД
gameplay:GameplayStrings:1673:virus,GameplayStrings,1673,ВИРУСОСБОРКА
gameplay:GameplayStrings:1674:hacking,GameplayStrings,1674,ВЗЛОМ НАЧАТ
gameplay:GameplayStrings:1675:core,GameplayStrings,1675,ЯДРО Quantum
gameplay:GameplayStrings:1676:incorrect,GameplayStrings,1676,НЕВЕРНО!
gameplay:GameplayStrings:1677:pw,GameplayStrings,1677,ПАРОЛЬ:
gameplay:GameplayStrings:1678:disco,GameplayStrings,1678,ВИРУС<br>ДИСКОТЕКИ!
gameplay:GameplayStrings:1679:error,GameplayStrings,1679,ОШИБКА:
gameplay:GameplayStrings:1680:funk,GameplayStrings,1680,ПЕРЕБОР ФАНКА
gameplay:GameplayStrings:1681:intruders,GameplayStrings,1681,Защита от вторжений: 0%.
gameplay:GameplayStrings:1682:wrongDisk,GameplayStrings,1682,НЕСОВМЕСТИМЫЙ ДИСК.
gameplay:GameplayStrings:1683:performMOP,GameplayStrings,1683,ВЫПОЛНИТЬ ПРОТОКОЛ РУЧНОГО ОТКЛЮЧЕНИЯ ДЛЯ ПОДТВЕРЖДЕНИЯ
gameplay:GameplayStrings:1684:instructions,GameplayStrings,1684,Перемещай от наименьшего значения к наибольшему.
gameplay:GameplayStrings:1685:create,GameplayStrings,1685,СОЗДАТЬ
gameplay:GameplayStrings:1686:lasersOFF,GameplayStrings,1686,Лазеры: ВЫКЛ
gameplay:GameplayStrings:1687:lasersON,GameplayStrings,1687,Лазеры: ВКЛ
gameplay:GameplayStrings:1688:target,GameplayStrings,1688,Модель цели:
gameplay:GameplayStrings:1689:virusCreated,GameplayStrings,1689,ВИРУС СОЗДАН.
gameplay:GameplayStrings:1690:personaBoring,GameplayStrings,1690,>САМОУВЕРЕННЫЙ >СЕРЬЁЗНЫЙ >УМНЫЙ
gameplay:GameplayStrings:1691:submit,GameplayStrings,1691,ОТПРАВИТЬ
gameplay:GameplayStrings:1692:hack,GameplayStrings,1692,ВЗЛОМАТЬ
gameplay:GameplayStrings:1693:mamaJPG,GameplayStrings,1693,mama
gameplay:GameplayStrings:1694:barkGIF,GameplayStrings,1694,bark
gameplay:GameplayStrings:1695:herring,GameplayStrings,1695,rh
gameplay:GameplayStrings:1696:viruses,GameplayStrings,1696,Вирусы
gameplay:GameplayStrings:1697:files,GameplayStrings,1697,Файлы
gameplay:GameplayStrings:1698:funkError,GameplayStrings,1698,Ошибка фанк!
gameplay:GameplayStrings:1699:timer,GameplayStrings,1699,Timer.exe
gameplay:GameplayStrings:1700:unlocked,GameplayStrings,1700,Все двери разблокированы
gameplay:GameplayStrings:1701:plan,GameplayStrings,1701,master_plan.txt
gameplay:GameplayStrings:1702:recover,GameplayStrings,1702,ВОССТАНОВИТЬ ПИТАНИЕ
gameplay:GameplayStrings:1704:breach,GameplayStrings,1704,ВЗЛОМ ЗАЩИТЫ!
gameplay:GameplayStrings:1705:offswitch,GameplayStrings,1705,Этот переключатель уже выключен.
gameplay:GameplayStrings:1706:nopower,GameplayStrings,1706,На них нет питания.
gameplay:GameplayStrings:1707:letterC,GameplayStrings,1707,Буква — «C»…
gameplay:GameplayStrings:1708:screensaverhint,GameplayStrings,1708,Экраны заставки образуют интересные фигуры…
gameplay:GameplayStrings:1709:pwrecoverhint,GameplayStrings,1709,Есть ли способ восстановить пароль?
gameplay:GameplayStrings:1710:filesearchhint,GameplayStrings,1710,Что в этих файлах?
gameplay:GameplayStrings:1711:loginreview,GameplayStrings,1711,Заставки раскрывают скрытый код доступа.
gameplay:GameplayStrings:1712:deactivatelasersreview,GameplayStrings,1712,Восстанови пароль Кванти и отключи его лазеры.
gameplay:GameplayStrings:1713:powerupcomputer,GameplayStrings,1713,Включи компьютеры
gameplay:GameplayStrings:1714:powertubelabel,GameplayStrings,1714,Почини трубу питания
gameplay:GameplayStrings:1715:collectcoinslabel,GameplayStrings,1715,Собери монеты
gameplay:GameplayStrings:1716:solvesnackdoku,GameplayStrings,1716,Разгадай Снек-доку
gameplay:GameplayStrings:1717:feedturmericreview,GameplayStrings,1717,Покорми Куркуму пончиком
gameplay:GameplayStrings:1718:turmericgeneratereview,GameplayStrings,1718,Заставь Куркуму генерировать энергию
gameplay:GameplayStrings:1719:installAVirus,GameplayStrings,1719,Установи вирус
gameplay:GameplayStrings:1720:virusHintC,GameplayStrings,1720,Есть ли способ создать вирус?
gameplay:GameplayStrings:1721:buildavirus,GameplayStrings,1721,Создай вирус
gameplay:GameplayStrings:1722:plugvirusin,GameplayStrings,1722,Вставь вирус в терминал личности
gameplay:GameplayStrings:1723:discofever,GameplayStrings,1723,ДИСКОТЕКА!
gameplay:GameplayStrings:1724:getgroovy,GameplayStrings,1724,Включай на полную во время диско-лихорадки!
gameplay:GameplayStrings:1725:hackdrivers,GameplayStrings,1725,Взломать драйверы
gameplay:GameplayStrings:1726:shuttingoffconsole,GameplayStrings,1726,Сначала попробуй выключить эту консоль
gameplay:GameplayStrings:1727:decodeshutdownprotocol,GameplayStrings,1727,Расшифровать протокол ручного отключения
gameplay:GameplayStrings:1728:biggestFan,GameplayStrings,1728,Мой самый преданный поклонник.
gameplay:GameplayStrings:1729:gameConsole,GameplayStrings,1729,"Не время для игр, мне нужно взломать профессора!"
gameplay:GameplayStrings:1730:img_TurmericPoster,GameplayStrings,1730,Познакомьтесь с Куркумой: любимая питомец класса
gameplay:GameplayStrings:1731:img_TurmericPoster2,GameplayStrings,1731,"Истинно талантливая, обожает пончики, очень мягкая"
gameplay:GameplayStrings:1732:img_SudokuPoster,GameplayStrings,1732,Судоку и ты
gameplay:GameplayStrings:1733:img_SudokuPoster2,GameplayStrings,1733,Каковы правила судоку?
gameplay:GameplayStrings:1734:img_SudokuPoster3,GameplayStrings,1734,"Заполни сетку так, чтобы в каждой строке, столбце и квадрате была каждая цифра по одному разу."
gameplay:GameplayStrings:1735:RestorePowerPuzzle,GameplayStrings,1735,Включить свет
gameplay:GameplayStrings:1736:someAssemblyHint,GameplayStrings,1736,Требуется сборка.
gameplay:GameplayStrings:1737:lightsReviewA,GameplayStrings,1737,Собери и пересобери провод питания.
gameplay:GameplayStrings:1738:lightsReviewB,GameplayStrings,1738,Собери горсть мелочи.
gameplay:GameplayStrings:1739:insertCoinHint,GameplayStrings,1739,Есть мелочь?
gameplay:GameplayStrings:1740:lightsReviewC,GameplayStrings,1740,"Используй навыки судоку, чтобы получить перекус."
gameplay:GameplayStrings:1741:rulesOfSudoku,GameplayStrings,1741,Автомат работает по правилам судоку.
gameplay:GameplayStrings:1742:lightsReviewD,GameplayStrings,1742,Дай Куркуме пончик…
gameplay:GameplayStrings:1743:lightsReviewE,GameplayStrings,1743,"Затем посади её на колесо, чтобы выработать энергию."
gameplay:GameplayStrings:1744:donutLockHint,GameplayStrings,1744,У этой крысы слабое место — сладкое…
gameplay:GameplayStrings:1745:donutLockHintB,GameplayStrings,1745,Отнеси меня домой.
gameplay:GameplayStrings:1746:browseFilesReview,GameplayStrings,1746,Просмотри компьютеры в поисках улик.
gameplay:GameplayStrings:1747:virusHintA,GameplayStrings,1747,У Кванти нет антивируса…
gameplay:GameplayStrings:1748:virusHintB,GameplayStrings,1748,Номер модели Кванти — 13.
gameplay:GameplayStrings:1749:virusHintD,GameplayStrings,1749,Думай в двоичном коде.
gameplay:GameplayStrings:1750:buildAVirusReviewA,GameplayStrings,1750,Номер модели Кванти — 13.
gameplay:GameplayStrings:1751:buildAVirusReviewB,GameplayStrings,1751,Переведи это число в двоичный код…
gameplay:GameplayStrings:1752:buildAVirusReviewC,GameplayStrings,1752,И введи его в программу создания вируса.
gameplay:GameplayStrings:1753:buildAVirusReviewD,GameplayStrings,1753,Вставь зараженный диск и дай ему подействовать.
gameplay:GameplayStrings:1754:getFunky,GameplayStrings,1754,Включай ритм
gameplay:GameplayStrings:1755:discoHintA,GameplayStrings,1755,Экран и плитки на полу как-то связаны…
gameplay:GameplayStrings:1756:discoHintB,GameplayStrings,1756,Встань здесь.
gameplay:GameplayStrings:1757:discoHintC,GameplayStrings,1757,Не стой здесь.
gameplay:GameplayStrings:1758:discoReviewA,GameplayStrings,1758,Следуй за следами на экране…
gameplay:GameplayStrings:1759:discoReviewB,GameplayStrings,1759,Чтобы танцем пробраться в серверную.
gameplay:GameplayStrings:1760:FinishTheJob,GameplayStrings,1760,Довести дело до конца
gameplay:GameplayStrings:1761:pressMe,GameplayStrings,1761,Нажми на меня.
gameplay:GameplayStrings:1762:finalHackReviewA,GameplayStrings,1762,Запусти финальный взлом.
gameplay:GameplayStrings:1763:finalHackReviewB,GameplayStrings,1763,Изучи протокол ручного переключения.
gameplay:GameplayStrings:1764:finalHackReviewC,GameplayStrings,1764,Каждый переключатель добавляет числовое значение.
gameplay:GameplayStrings:1765:finalHackReviewD,GameplayStrings,1765,"Переключай тумблеры от меньшего к большему, чтобы отключить Кванти."
gameplay:GameplayStrings:1766:finalHackHintA,GameplayStrings,1766,Сколько очков стоит этот ящик?
gameplay:GameplayStrings:1767:finalHackHintB,GameplayStrings,1767,Красный квадрат стоит 1 очко. Красный треугольник стоит 3 очка. Красный круг стоит…
gameplay:GameplayStrings:1768:finalHackHintC,GameplayStrings,1768,Весь этот ящик стоит 8 очков.
gameplay:GameplayStrings:1769:deactivateLasersPuzzle,GameplayStrings,1769,Выключить лазеры
gameplay:GameplayStrings:1771:eelIsBack,GameplayStrings,1771,"С возвращением, Ил."
gameplay:GameplayStrings:1772:todaysSpecials,GameplayStrings,1772,Блюда дня
gameplay:GameplayStrings:1773:introCAlt,GameplayStrings,1773,Найди
gameplay:GameplayStrings:1774:introDAlt,GameplayStrings,1774,Антидот
gameplay:GameplayStrings:1775:introA,GameplayStrings,1775,Наслаждайся
gameplay:GameplayStrings:1776:introB,GameplayStrings,1776,Милкшейком
gameplay:GameplayStrings:1777:funkyFork,GameplayStrings,1777,Странная вилка
gameplay:GameplayStrings:1778:ordinaryFork,GameplayStrings,1778,Обычная вилка
gameplay:GameplayStrings:1779:spoons,GameplayStrings,1779,"Всегда ложка, никогда не спёрк."
gameplay:GameplayStrings:1780:pot,GameplayStrings,1780,Обычный соусник.
gameplay:GameplayStrings:1781:wrongFork,GameplayStrings,1781,Не подходит.
gameplay:GameplayStrings:1782:knifeBlock,GameplayStrings,1782,Впечатляющий набор ножей.
gameplay:GameplayStrings:1783:castIron,GameplayStrings,1783,Чугунная сковорода. Её невозможно отмыть.
gameplay:GameplayStrings:1784:candy,GameplayStrings,1784,Миска с настоящими конфетами.
gameplay:GameplayStrings:1785:coffeeMachine,GameplayStrings,1785,"Я полностью бодр, кофеин не нужен!"
gameplay:GameplayStrings:1786:fruitBasket,GameplayStrings,1786,Корзина фруктов — природные конфеты.
gameplay:GameplayStrings:1787:dishPile,GameplayStrings,1787,Здесь только грязная посуда.
gameplay:GameplayStrings:1788:fireExtinguisher,GameplayStrings,1788,Огнетушитель
gameplay:GameplayStrings:1789:jarShelf,GameplayStrings,1789,Они пустые! Как же это банально.
gameplay:GameplayStrings:1790:breadBoxTip,GameplayStrings,1790,«Заморозьте остатки хлеба»\n<i>— Ил</i>
gameplay:GameplayStrings:1791:emptyToaster,GameplayStrings,1791,Он пуст.
gameplay:GameplayStrings:1792:bread,GameplayStrings,1792,Свежий тост.
gameplay:GameplayStrings:1793:donut,GameplayStrings,1793,Свежий тост.
gameplay:GameplayStrings:1794:freezer1,GameplayStrings,1794,Морозильник
gameplay:GameplayStrings:1795:blender,GameplayStrings,1795,«Блендмастер 5000». Шик.
gameplay:GameplayStrings:1796:doorBarred,GameplayStrings,1796,Она заперта.
gameplay:GameplayStrings:1797:solvedSpinner,GameplayStrings,1797,Больше не нужно с этим возиться.
gameplay:GameplayStrings:1798:veggieBox,GameplayStrings,1798,Коробка замороженных овощей. Лучше эту коробку не трогать.
gameplay:GameplayStrings:1799:riceBag,GameplayStrings,1799,Пакет замороженных продуктов. Ничего особенного.
gameplay:GameplayStrings:1800:jug,GameplayStrings,1800,Много растительного масла.
gameplay:GameplayStrings:1801:cans,GameplayStrings,1801,Консервы. Здесь приличный запас.
gameplay:GameplayStrings:1802:meats,GameplayStrings,1802,"Интересно, что за мясо это...?"
gameplay:GameplayStrings:1803:emptyIceBin,GameplayStrings,1803,Только кубики льда.
gameplay:GameplayStrings:1804:iceKey,GameplayStrings,1804,Кубик льда (с ключом)
gameplay:GameplayStrings:1805:icecreamFreezer,GameplayStrings,1805,Этот морозильник для мороженого просто супер!
gameplay:GameplayStrings:1806:emptyBox,GameplayStrings,1806,Она пуста.
gameplay:GameplayStrings:1807:orangesBox,GameplayStrings,1807,Коробка апельсинов — вкусно!
gameplay:GameplayStrings:1808:bucket,GameplayStrings,1808,Это ведро. Постараюсь не пнуть его.
gameplay:GameplayStrings:1809:key,GameplayStrings,1809,Маленький ключ
gameplay:GameplayStrings:1810:antidoteSheet,GameplayStrings,1810,Рецепт антидота
gameplay:GameplayStrings:1811:pour,GameplayStrings,1811,Влить
gameplay:GameplayStrings:1812:busyMixer,GameplayStrings,1812,У меня только две руки!
gameplay:GameplayStrings:1813:drink,GameplayStrings,1813,Выпить
gameplay:GameplayStrings:1814:shake,GameplayStrings,1814,Встряхнуть
gameplay:GameplayStrings:1815:stir,GameplayStrings,1815,Перемешать
gameplay:GameplayStrings:1816:emptyCup,GameplayStrings,1816,Она пуста...
gameplay:GameplayStrings:1817:notForMe,GameplayStrings,1817,Это не мне нужен этот антидот!
gameplay:GameplayStrings:1818:wrongAntidoteSafe,GameplayStrings,1818,Вкусно! Но это не антидот.
gameplay:GameplayStrings:1819:wrongAntidoteDeadly,GameplayStrings,1819,Фу! Мне стало ещё хуже...
gameplay:GameplayStrings:1820:dump,GameplayStrings,1820,Выбросить
gameplay:GameplayStrings:1821:flowers,GameplayStrings,1821,Вкусно.
gameplay:GameplayStrings:1822:fireplace1,GameplayStrings,1822,Слишком жарко!
gameplay:GameplayStrings:1823:utensils,GameplayStrings,1823,Здесь кухонная утварь — это нечто.
gameplay:GameplayStrings:1824:skillet,GameplayStrings,1824,Эту сковороду низкого качества раскритиковали критики.
gameplay:GameplayStrings:1825:fryPan,GameplayStrings,1825,Обычная сковорода.
gameplay:GameplayStrings:1826:butterKnives,GameplayStrings,1826,"Надеюсь, я острее этих…"
gameplay:GameplayStrings:1827:scaryKnives,GameplayStrings,1827,Это вообще для готовки?!
gameplay:GameplayStrings:1828:knifeBlock2,GameplayStrings,1828,Все эти ножи заставляют меня нервничать.
gameplay:GameplayStrings:1829:knifeBlock3,GameplayStrings,1829,Стандартный блок для ножей.
gameplay:GameplayStrings:1830:peaBag,GameplayStrings,1830,Замороженный горох. Фантастика.
gameplay:GameplayStrings:1831:appleBox,GameplayStrings,1831,Ящик с яблоками. До апельсинов им далеко.
gameplay:GameplayStrings:1832:tins,GameplayStrings,1832,Банки с консервированными морепродуктами. Что-то тут нечисто.
gameplay:GameplayStrings:1833:cans2,GameplayStrings,1833,Несколько банок с едой.
gameplay:GameplayStrings:1834:wrongItemInFire,GameplayStrings,1834,Лучше не готовить это…
gameplay:GameplayStrings:1835:exit,GameplayStrings,1835,Выйти
gameplay:GameplayStrings:1836:emptyShake,GameplayStrings,1836,Надо срочно найти противоядие!
gameplay:GameplayStrings:1837:inv_burntdish,GameplayStrings,1837,Грязная тарелка
gameplay:GameplayStrings:1838:inv_cleandish,GameplayStrings,1838,Загадочная тарелка
gameplay:GameplayStrings:1839:inv_encylopedia,GameplayStrings,1839,Энциклопедия ядов
gameplay:GameplayStrings:1840:inv_skeletonkey,GameplayStrings,1840,Служебный ключ
gameplay:GameplayStrings:1841:inv_knife,GameplayStrings,1841,Кухонный нож
gameplay:GameplayStrings:1842:washLabel,GameplayStrings,1842,"Может, стоит что-нибудь помыть?"
gameplay:GameplayStrings:1843:wrongItemWashed,GameplayStrings,1843,Теперь всё чистое. Но толку от этого мало.
gameplay:GameplayStrings:1844:wash,GameplayStrings,1844,Помыть
gameplay:GameplayStrings:1845:fluffIngredient1,GameplayStrings,1845,Кленовый сироп
gameplay:GameplayStrings:1846:fluffIngredient2,GameplayStrings,1846,Тоник
gameplay:GameplayStrings:1847:fluffIngredient3,GameplayStrings,1847,Газированная вода
gameplay:GameplayStrings:1848:fluffPoison1,GameplayStrings,1848,Горькая настойка мускатного ореха
gameplay:GameplayStrings:1849:fluffPoison2,GameplayStrings,1849,Сок мидий
gameplay:GameplayStrings:1850:fluffPoison3,GameplayStrings,1850,Экстракт цианида
gameplay:GameplayStrings:1851:belladonnaSyrup,GameplayStrings,1851,Сироп белладонны
gameplay:GameplayStrings:1852:mineralWater,GameplayStrings,1852,Минеральная вода
gameplay:GameplayStrings:1853:calabar,GameplayStrings,1853,Экстракт калабара
gameplay:GameplayStrings:1854:milkshakeReview,GameplayStrings,1854,Действительно необычно.
gameplay:GameplayStrings:1855:tableSetting1,GameplayStrings,1855,"Похоже, это стол персонала. Шик."
gameplay:GameplayStrings:1856:tableSetting2,GameplayStrings,1856,"Здесь, наверное, едят студенты."
gameplay:GameplayStrings:1857:spinnerDone,GameplayStrings,1857,Больше не нужно с этим возиться.
gameplay:GameplayStrings:1858:TBTMantel,GameplayStrings,1858,Романтично.
gameplay:GameplayStrings:1859:potJoke,GameplayStrings,1859,"У этой старой кастрюли, похоже, крыша поехала."
gameplay:GameplayStrings:1860:wok,GameplayStrings,1860,Жизнь сковородки — не прогулка в парке.
gameplay:GameplayStrings:1861:burntMeat,GameplayStrings,1861,Для меня это слишком прожарено.
gameplay:GameplayStrings:1862:oilPan,GameplayStrings,1862,Сковорода с кипящим соусом...
gameplay:GameplayStrings:1863:wrongPan,GameplayStrings,1863,Из этого выйдет только грязь.
gameplay:GameplayStrings:1864:delicious,GameplayStrings,1864,Вкусно!
gameplay:GameplayStrings:1865:cakeSlice,GameplayStrings,1865,"Никто не будет против, если я отрежу себе кусочек, правда?"
gameplay:GameplayStrings:1866:wrongCake,GameplayStrings,1866,Этим торт не порежешь.
gameplay:GameplayStrings:1867:staffOnly,GameplayStrings,1867,"«Только для персонала», да?"
gameplay:GameplayStrings:1868:fireplace,GameplayStrings,1868,Как жарко!
gameplay:GameplayStrings:1869:wrongFireplace,GameplayStrings,1869,Не хочу это сжигать!
gameplay:GameplayStrings:1870:meatFire,GameplayStrings,1870,"Горячо, горячо, горячо!"
gameplay:GameplayStrings:1871:wrongFire,GameplayStrings,1871,Так не получится!
gameplay:GameplayStrings:1872:partyTable,GameplayStrings,1872,"Кто-то устроил вечеринку, но меня не позвали."
gameplay:GameplayStrings:1873:boringForks,GameplayStrings,1873,"Обычные, бесполезные вилки."
gameplay:GameplayStrings:1874:creepyMask,GameplayStrings,1874,Что за манера у этой школы — повсюду жуткие маски?
gameplay:GameplayStrings:1875:dumbShelf,GameplayStrings,1875,"Полка аккуратно убрана, но толку от неё мало."
gameplay:GameplayStrings:1876:shakeLie,GameplayStrings,1876,Шейк — это ложь.
gameplay:GameplayStrings:1877:badDiet,GameplayStrings,1877,Сбрось лишний вес!
gameplay:GameplayStrings:1878:staffOnly2,GameplayStrings,1878,Только для персонала
gameplay:GameplayStrings:1879:yam,GameplayStrings,1879,Я сейчас не голоден.
gameplay:GameplayStrings:1880:broccoli,GameplayStrings,1880,"Этот брокколи слишком подозрителен, чтобы его есть."
gameplay:GameplayStrings:1881:img_Antidote,GameplayStrings,1881,Старинное противоядие
gameplay:GameplayStrings:1882:img_Antidote2,GameplayStrings,1882,«Солянж»
gameplay:GameplayStrings:1883:img_Antidote3,GameplayStrings,1883,"Капля того, чем тебя отравили"
gameplay:GameplayStrings:1884:img_Antidote4,GameplayStrings,1884,Три капли противоположного
gameplay:GameplayStrings:1885:img_Antidote5,GameplayStrings,1885,Щедро налить минеральной воды
gameplay:GameplayStrings:1886:img_Antidote6,GameplayStrings,1886,"Взбалтывать, не перемешивать"
gameplay:GameplayStrings:1887:img_poisonBook,GameplayStrings,1887,"Калабар вызывает желтоватое зрение, урчание в животе и смерть."
gameplay:GameplayStrings:1888:img_poisonBook2,GameplayStrings,1888,"Белладонна вызывает фиолетовое зрение, слышимое сердцебиение и смерть."
gameplay:GameplayStrings:1889:img_poisonBook3,GameplayStrings,1889,Но в правильных пропорциях они становятся противоядием!
gameplay:GameplayStrings:1890:img_poisonBook4,GameplayStrings,1890,"Странно, правда?"
gameplay:GameplayStrings:1891:img_microwavePoster,GameplayStrings,1891,Запрещённые знания о микроволновке
gameplay:GameplayStrings:1892:img_microwavePoster2,GameplayStrings,1892,Только для поваров!
gameplay:GameplayStrings:1893:img_microwavePoster3,GameplayStrings,1893,"Брюссельская капуста, клюв курицы, яйцо (птицы)"
gameplay:GameplayStrings:1894:img_microwavePoster4,GameplayStrings,1894,"Яйцо (рептилии), мясо неизвестного происхождения, мороженое, всё остальное"
gameplay:GameplayStrings:1895:dishTitle,GameplayStrings,1895,Открой блюдо
gameplay:GameplayStrings:1896:fork1,GameplayStrings,1896,Сними со стены странную вилку.
gameplay:GameplayStrings:1897:forkAlt,GameplayStrings,1897,Сними странную вилку с конвейера.
gameplay:GameplayStrings:1898:fork2,GameplayStrings,1898,Возьми ещё одну вилку из корзины для посуды.
gameplay:GameplayStrings:1899:microwave,GameplayStrings,1899,Это время приготовления?
gameplay:GameplayStrings:1900:fireReview,GameplayStrings,1900,Потуши огонь внутри и возьми ещё одну вилку.
gameplay:GameplayStrings:1901:dishReview,GameplayStrings,1901,Открой блюдо и наслаждайся.
gameplay:GameplayStrings:1902:iceTitle,GameplayStrings,1902,Сбеги с кухни
gameplay:GameplayStrings:1903:ice1,GameplayStrings,1903,Эти формы мне знакомы…
gameplay:GameplayStrings:1904:ice2,GameplayStrings,1904,"Используй формы тостера, чтобы открыть морозилку."
gameplay:GameplayStrings:1905:ice3,GameplayStrings,1905,"Возьми ключ, застрявший в льду."
gameplay:GameplayStrings:1906:ice4,GameplayStrings,1906,"Здесь так жарко, что я могу растаять!"
gameplay:GameplayStrings:1907:ice5,GameplayStrings,1907,Растопи лёд на сковороде и возьми ключ.
gameplay:GameplayStrings:1908:ice6,GameplayStrings,1908,Открой дверь и войди в столовую.
gameplay:GameplayStrings:1909:recipeTitle,GameplayStrings,1909,Найди рецепт противоядия
gameplay:GameplayStrings:1910:recipe1,GameplayStrings,1910,Потуши огонь и возьми подгоревшее блюдо.
gameplay:GameplayStrings:1911:recipe2,GameplayStrings,1911,Эта тарелка в грязи.
gameplay:GameplayStrings:1912:recipe3,GameplayStrings,1912,Вымой эту противную тарелку.
gameplay:GameplayStrings:1913:recipe4,GameplayStrings,1913,"Крутись, крутись!"
gameplay:GameplayStrings:1914:recipe5,GameplayStrings,1914,Покрути ленивый столик.
gameplay:GameplayStrings:1915:recipe6,GameplayStrings,1915,Захвати рецепт противоядия.
gameplay:GameplayStrings:1916:bookTitle,GameplayStrings,1916,"Узнай, чем тебя отравили…"
gameplay:GameplayStrings:1917:book1,GameplayStrings,1917,Возьми нож.
gameplay:GameplayStrings:1918:book2,GameplayStrings,1918,Отрежь кусок.
gameplay:GameplayStrings:1919:book3,GameplayStrings,1919,Разрежь торт. Цвета слоёв…
gameplay:GameplayStrings:1920:book4,GameplayStrings,1920,Какой цветной замок!
gameplay:GameplayStrings:1921:book4A,GameplayStrings,1921,Какой цветной торт!
gameplay:GameplayStrings:1922:book5,GameplayStrings,1922,"…это цвета, необходимые, чтобы открыть подарок."
gameplay:GameplayStrings:1923:book6,GameplayStrings,1923,"Сделай вывод, что тебя отравили белладонной."
gameplay:GameplayStrings:1924:dummyTitle,GameplayStrings,1924,Подслушай!
gameplay:GameplayStrings:1925:dummy1,GameplayStrings,1925,Эта еда мне знакома…
gameplay:GameplayStrings:1926:dummy2,GameplayStrings,1926,Нажми на группы продуктов.
gameplay:GameplayStrings:1927:dummy3,GameplayStrings,1927,Обрати внимание на расположение каждой группы продуктов.
gameplay:GameplayStrings:1928:dummy4,GameplayStrings,1928,Нажми на кнопки для полноценного обеда!
gameplay:GameplayStrings:1929:dummy5,GameplayStrings,1929,Что-то здесь не так…
gameplay:GameplayStrings:1930:dummy6,GameplayStrings,1930,Возьми мастер-ключ.
gameplay:GameplayStrings:1931:mixTitle,GameplayStrings,1931,Смешай противоядие… Быстро!
gameplay:GameplayStrings:1932:mix1,GameplayStrings,1932,"Используй мастер-ключ, чтобы открыть бар."
gameplay:GameplayStrings:1933:mixingBarHintA,GameplayStrings,1933,Следуй рецепту точно.
gameplay:GameplayStrings:1934:mix2,GameplayStrings,1934,"Следуй рецепту, чтобы приготовить коктейль-противоядие."
gameplay:GameplayStrings:1935:mix3,GameplayStrings,1935,За твое здоровье!
gameplay:GameplayStrings:1936:pizza_tbt,GameplayStrings,1936,"Если она не хрустит, это не пицца!"
gameplay:GameplayStrings:1937:backdoor_tbt,GameplayStrings,1937,"Я мог бы уйти прямо сейчас, но всё ещё остался яд…"
gameplay:GameplayStrings:1938:microwaveHintFire,GameplayStrings,1938,Потуши этот огонь!
gameplay:GameplayStrings:1939:servingHintA,GameplayStrings,1939,Эти замки выглядят необычно…
gameplay:GameplayStrings:1940:servingHintB,GameplayStrings,1940,Ты видел эту форму где-нибудь ещё?
gameplay:GameplayStrings:1941:servingHintDrink,GameplayStrings,1941,Выпей меня.
gameplay:GameplayStrings:1942:toastyHintA,GameplayStrings,1942,Хрустящее.
gameplay:GameplayStrings:1943:bigMeal,GameplayStrings,1943,Это был обед Джеба?
gameplay:GameplayStrings:1944:bigMealB,GameplayStrings,1944,Это должно было стоить целое состояние.
gameplay:GameplayStrings:1945:costHint,GameplayStrings,1945,Сколько стоил этот обед?
gameplay:GameplayStrings:1946:unlockMicrowaveHint,GameplayStrings,1946,Открой микроволновку с помощью запрещённых знаний.
gameplay:GameplayStrings:1947:drinkReview,GameplayStrings,1947,Выпей (удивительно ядовитый) молочный коктейль.
gameplay:GameplayStrings:1948:mixingBarHintA2,GameplayStrings,1948,Что тебя отравило?
gameplay:GameplayStrings:1949:mixingBarHintB,GameplayStrings,1949,Используй три капли калабара и одну каплю…
gameplay:GameplayStrings:1950:mixingBarHintC,GameplayStrings,1950,"Не забудь взболтать перед тем, как пить!"
gameplay:GameplayStrings:1951:cantLeavePoisoned,GameplayStrings,1951,"Я не могу уйти, не найдя антидот!"
gameplay:GameplayStrings:1952:lunchmenu1,GameplayStrings,1952,Бургер «Биф-Ит»
gameplay:GameplayStrings:1953:lunchmenu2,GameplayStrings,1953,Пирог с лаймом
gameplay:GameplayStrings:1954:lunchmenu3,GameplayStrings,1954,Лук в любом виде
gameplay:GameplayStrings:1955:lunchmenu4,GameplayStrings,1955,Рыба
